id,empreendimento,apartamento,bairro,torre,andar,area,quartos,vagas,suite,varanda_m2,cobertura,vista,orientacao,posicao,padrao_score,lazer_score,localizacao_score,fase_obra,meses_lancamento,desconto_pct,preco_m2,origem
"180","NOVO-04","0904","Pampulha","T2","9","93","3","1","1","4.6","0","parque","N","fundos","3","4","4","pronto","9","1.8","19447","hibrida_calibrada"
"181","NOVO-04","1001","Pampulha","T2","10","97","3","1","1","5.6","0","mar","S","frente","3","4","4","pronto","15","5.6","19144","hibrida_calibrada"
"182","NOVO-04","1002","Pampulha","T2","10","83","3","1","1","5.3","0","mar","O","frente","3","4","4","pronto","2","1.9","15361","hibrida_calibrada"
"183","NOVO-04","1003","Pampulha","T2","10","98","3","1","1","9.6","0","rua","N","lateral","3","4","4","pronto","8","4.7","15947","hibrida_calibrada"
"184","NOVO-04","1004","Pampulha","T2","10","93","3","1","1","2.7","0","parque","L","fundos","3","4","4","pronto","11","4.7","16564","hibrida_calibrada"
"185","NOVO-04","1101","Pampulha","T2","11","114","3","2","2","11.9","0","rua","O","frente","3","4","4","pronto","17","1.9","15895","hibrida_calibrada"
"186","NOVO-04","1102","Pampulha","T2","11","132","4","2","2","5.7","0","parque","N","frente","3","4","4","pronto","17","4","19466","hibrida_calibrada"
"187","NOVO-04","1103","Pampulha","T2","11","86","3","1","1","11.8","0","parque","L","lateral","3","4","4","pronto","13","5.6","18133","hibrida_calibrada"
"188","NOVO-04","1104","Pampulha","T2","11","98","3","1","1","11.3","0","mar","S","fundos","3","4","4","pronto","23","6.2","18535","hibrida_calibrada"
"189","NOVO-04","1201","Pampulha","T2","12","138","4","2","2","11","0","rua","N","frente","3","4","4","pronto","23","2.9","17928","hibrida_calibrada"
"190","NOVO-04","1202","Pampulha","T2","12","105","3","2","2","10.9","0","rua","L","frente","3","4","4","pronto","12","4.2","17372","hibrida_calibrada"
"191","NOVO-04","1203","Pampulha","T2","12","133","4","2","2","15.5","0","rua","S","lateral","3","4","4","pronto","25","3.1","15555","hibrida_calibrada"
"192","NOVO-04","1204","Pampulha","T2","12","95","3","1","1","8.6","0","parque","O","fundos","3","4","4","pronto","27","8","16168","hibrida_calibrada"
"193","NOVO-04","1301","Pampulha","T2","13","103","3","1","1","6.9","0","parque","L","frente","3","4","4","pronto","6","2.8","16904","hibrida_calibrada"
"194","NOVO-04","1302","Pampulha","T2","13","83","3","1","1","6.4","0","parque","S","frente","3","4","4","pronto","17","4.8","16410","hibrida_calibrada"
"195","NOVO-04","1303","Pampulha","T2","13","87","3","1","1","9","0","parque","O","lateral","3","4","4","pronto","15","6.9","16889","hibrida_calibrada"
"196","NOVO-04","1304","Pampulha","T2","13","118","3","2","2","6.6","0","parque","N","fundos","3","4","4","pronto","2","4.8","14566","hibrida_calibrada"
"197","NOVO-04","1401","Pampulha","T2","14","102","3","1","1","7.6","1","mar","S","frente","3","4","4","pronto","6","6.7","17275","hibrida_calibrada"
"198","NOVO-04","1402","Pampulha","T2","14","119","3","2","2","15.3","1","mar","O","frente","3","4","4","pronto","13","2.1","21639","hibrida_calibrada"
"199","NOVO-04","1403","Pampulha","T2","14","130","4","2","2","10.8","0","parque","N","lateral","3","4","4","pronto","3","3.1","15684","hibrida_calibrada"
"200","NOVO-04","1404","Pampulha","T2","14","110","3","2","2","11","0","mar","L","fundos","3","4","4","pronto","18","3.6","21496","hibrida_calibrada"
"201","NOVO-05","0101","Oeste","T1","1","118","3","2","2","7.6","0","rua","S","frente","4","4","4","lancamento","21","4.3","17296","hibrida_calibrada"
"202","NOVO-05","0102","Oeste","T1","1","129","4","2","2","9.4","0","rua","O","frente","4","4","4","lancamento","6","5.1","18793","hibrida_calibrada"
"203","NOVO-05","0103","Oeste","T1","1","100","3","1","1","10.9","0","rua","N","lateral","4","4","4","lancamento","9","3","18719","hibrida_calibrada"
"204","NOVO-05","0104","Oeste","T1","1","44","1","0","0","2.8","0","rua","L","fundos","4","4","4","lancamento","24","7.8","22293","hibrida_calibrada"
"205","NOVO-05","0201","Oeste","T1","2","112","3","2","2","8.8","0","rua","O","frente","4","4","4","lancamento","26","7.2","25242","hibrida_calibrada"
"206","NOVO-05","0202","Oeste","T1","2","35","1","1","0","0","0","rua","N","frente","4","4","4","lancamento","23","7.6","24178","hibrida_calibrada"
"207","NOVO-05","0203","Oeste","T1","2","40","1","1","0","0.5","0","parque","L","lateral","4","4","4","lancamento","28","3.1","30896","hibrida_calibrada"
"208","NOVO-05","0204","Oeste","T1","2","123","3","2","2","10.9","0","parque","S","fundos","4","4","4","lancamento","8","3","22419","hibrida_calibrada"
"209","NOVO-05","0301","Oeste","T1","3","119","3","2","2","10.1","0","rua","N","frente","4","4","4","lancamento","22","4.2","18537","hibrida_calibrada"
"210","NOVO-05","0302","Oeste","T1","3","120","3","2","2","10.5","0","rua","L","frente","4","4","4","lancamento","30","5","19716","hibrida_calibrada"
"211","NOVO-05","0303","Oeste","T1","3","54","1","1","0","6.7","0","rua","S","lateral","4","4","4","lancamento","6","2.4","18057","hibrida_calibrada"
"212","NOVO-05","0304","Oeste","T1","3","115","3","2","2","7.7","0","rua","O","fundos","4","4","4","lancamento","30","4.7","19246","hibrida_calibrada"
"213","NOVO-05","0401","Oeste","T1","4","122","3","2","2","11.3","0","rua","L","frente","4","4","4","lancamento","9","6.1","18552","hibrida_calibrada"
"214","NOVO-05","0402","Oeste","T1","4","47","1","1","0","0","0","parque","S","frente","4","4","4","lancamento","27","4","21719","hibrida_calibrada"
"215","NOVO-05","0403","Oeste","T1","4","134","4","2","2","12.3","0","rua","O","lateral","4","4","4","lancamento","15","2.9","18552","hibrida_calibrada"
"216","NOVO-05","0404","Oeste","T1","4","97","3","1","1","11.4","0","parque","N","fundos","4","4","4","lancamento","18","5","20889","hibrida_calibrada"
"217","NOVO-05","0501","Oeste","T1","5","48","1","0","0","4.6","0","parque","S","frente","4","4","4","lancamento","14","4","24296","hibrida_calibrada"
"218","NOVO-05","0502","Oeste","T1","5","108","3","2","2","9","0","rua","O","frente","4","4","4","lancamento","21","4.4","22185","hibrida_calibrada"
"219","NOVO-05","0503","Oeste","T1","5","111","3","2","2","12.1","0","parque","N","lateral","4","4","4","lancamento","28","3.5","26910","hibrida_calibrada"
"220","NOVO-05","0504","Oeste","T1","5","47","1","1","0","7.5","0","rua","L","fundos","4","4","4","lancamento","21","4.3","18945","hibrida_calibrada"
"221","NOVO-05","0601","Oeste","T1","6","63","2","1","0","11.3","0","rua","O","frente","4","4","4","lancamento","28","7.3","20216","hibrida_calibrada"
"222","NOVO-05","0602","Oeste","T1","6","121","3","2","2","7.3","0","rua","N","frente","4","4","4","lancamento","21","7.9","20740","hibrida_calibrada"
"223","NOVO-05","0603","Oeste","T1","6","115","3","2","2","8.5","0","parque","L","lateral","4","4","4","lancamento","19","5.7","23331","hibrida_calibrada"
"224","NOVO-05","0604","Oeste","T1","6","112","3","2","2","8.5","0","rua","S","fundos","4","4","4","lancamento","24","2.9","20118","hibrida_calibrada"
"225","NOVO-05","0701","Oeste","T1","7","108","3","2","2","9.3","0","rua","N","frente","4","4","4","lancamento","24","7.3","19204","hibrida_calibrada"
"226","NOVO-05","0702","Oeste","T1","7","108","3","2","2","8.3","0","parque","L","frente","4","4","4","lancamento","19","2.6","19956","hibrida_calibrada"
"227","NOVO-05","0703","Oeste","T1","7","51","1","1","0","8.6","0","rua","S","lateral","4","4","4","lancamento","5","4.9","19712","hibrida_calibrada"
"228","NOVO-05","0704","Oeste","T1","7","88","3","1","1","3.4","0","parque","O","fundos","4","4","4","lancamento","15","6.3","20378","hibrida_calibrada"
"229","NOVO-05","0801","Oeste","T1","8","130","4","2","2","8.7","0","rua","L","frente","4","4","4","lancamento","24","7.7","21148","hibrida_calibrada"
"230","NOVO-05","0802","Oeste","T1","8","81","2","1","1","6.7","0","parque","S","frente","4","4","4","lancamento","7","3.4","22470","hibrida_calibrada"
"231","NOVO-05","0803","Oeste","T1","8","91","3","1","1","8.9","0","rua","O","lateral","4","4","4","lancamento","27","4.5","24731","hibrida_calibrada"
"232","NOVO-05","0804","Oeste","T1","8","123","3","2","2","15.6","0","rua","N","fundos","4","4","4","lancamento","0","6","22018","hibrida_calibrada"
"233","NOVO-05","0901","Oeste","T1","9","97","3","1","1","6.4","0","rua","S","frente","4","4","4","lancamento","7","4.5","21163","hibrida_calibrada"
"234","NOVO-05","0902","Oeste","T1","9","95","3","1","1","9.6","0","rua","O","frente","4","4","4","lancamento","3","3.9","19036","hibrida_calibrada"
"235","NOVO-05","0903","Oeste","T1","9","118","3","2","2","16.2","0","rua","N","lateral","4","4","4","lancamento","18","6.3","19802","hibrida_calibrada"
"236","NOVO-05","0904","Oeste","T1","9","128","4","2","2","12.3","0","parque","L","fundos","4","4","4","lancamento","19","3.4","24801","hibrida_calibrada"
"237","NOVO-05","1001","Oeste","T1","10","64","2","1","0","9.3","0","rua","O","frente","4","4","4","lancamento","25","5","20173","hibrida_calibrada"
"238","NOVO-05","1002","Oeste","T1","10","132","4","2","2","10.5","0","rua","N","frente","4","4","4","lancamento","14","5","23918","hibrida_calibrada"
"239","NOVO-05","1003","Oeste","T1","10","118","3","2","2","7.4","0","parque","L","lateral","4","4","4","lancamento","9","4.5","26791","hibrida_calibrada"
"240","NOVO-05","1004","Oeste","T1","10","95","3","1","1","7.1","0","rua","S","fundos","4","4","4","lancamento","23","4.4","22071","hibrida_calibrada"
"241","NOVO-05","1101","Oeste","T1","11","146","4","2","2","13.8","0","rua","N","frente","4","4","4","lancamento","4","1.5","18591","hibrida_calibrada"
"242","NOVO-05","1102","Oeste","T1","11","114","3","2","2","12.8","0","rua","L","frente","4","4","4","lancamento","25","7.2","26800","hibrida_calibrada"
"243","NOVO-05","1103","Oeste","T1","11","133","4","2","2","14.8","0","rua","S","lateral","4","4","4","lancamento","20","2.7","25068","hibrida_calibrada"
"244","NOVO-05","1104","Oeste","T1","11","98","3","1","1","3.9","0","rua","O","fundos","4","4","4","lancamento","26","3.2","23244","hibrida_calibrada"
"245","NOVO-05","1201","Oeste","T1","12","56","2","1","0","2.6","0","rua","L","frente","4","4","4","lancamento","26","7.2","22636","hibrida_calibrada"
"246","NOVO-05","1202","Oeste","T1","12","95","3","1","1","11.4","0","rua","S","frente","4","4","4","lancamento","10","6.5","19067","hibrida_calibrada"
"247","NOVO-05","1203","Oeste","T1","12","101","3","1","1","4.8","0","parque","O","lateral","4","4","4","lancamento","4","4.3","23437","hibrida_calibrada"
"248","NOVO-05","1204","Oeste","T1","12","136","4","2","2","12.3","0","rua","N","fundos","4","4","4","lancamento","15","4.2","19978","hibrida_calibrada"
"249","NOVO-05","1301","Oeste","T1","13","118","3","2","2","13.6","0","parque","S","frente","4","4","4","lancamento","29","6.2","24867","hibrida_calibrada"
"250","NOVO-05","1302","Oeste","T1","13","57","2","1","0","0.6","0","parque","O","frente","4","4","4","lancamento","23","7.8","23994","hibrida_calibrada"
"251","NOVO-05","1303","Oeste","T1","13","42","1","0","0","4.9","0","rua","N","lateral","4","4","4","lancamento","21","4.3","21646","hibrida_calibrada"
"252","NOVO-05","1304","Oeste","T1","13","132","4","2","2","14.7","0","parque","L","fundos","4","4","4","lancamento","15","5.8","22884","hibrida_calibrada"
"253","NOVO-05","1401","Oeste","T1","14","63","2","1","0","10.9","0","parque","O","frente","4","4","4","lancamento","22","6.5","19233","hibrida_calibrada"
"254","NOVO-05","1402","Oeste","T1","14","54","1","0","0","2.1","0","parque","N","frente","4","4","4","lancamento","10","4.5","25369","hibrida_calibrada"
"255","NOVO-05","1403","Oeste","T1","14","119","3","2","2","10.8","0","parque","L","lateral","4","4","4","lancamento","22","3.8","22264","hibrida_calibrada"
"256","NOVO-05","1404","Oeste","T1","14","130","4","2","2","12.9","0","rua","S","fundos","4","4","4","lancamento","23","5.8","21877","hibrida_calibrada"
"257","NOVO-05","1501","Oeste","T1","15","142","4","2","2","4.1","0","rua","N","frente","4","4","4","lancamento","22","7.1","21106","hibrida_calibrada"
"258","NOVO-05","1502","Oeste","T1","15","113","3","2","2","5.6","0","rua","L","frente","4","4","4","lancamento","21","7.4","21257","hibrida_calibrada"
"259","NOVO-05","1503","Oeste","T1","15","120","3","2","2","4.3","0","parque","S","lateral","4","4","4","lancamento","3","5.3","21272","hibrida_calibrada"
"260","NOVO-05","1504","Oeste","T1","15","107","3","2","2","12.4","0","parque","O","fundos","4","4","4","lancamento","17","4.2","27633","hibrida_calibrada"
"261","NOVO-05","1601","Oeste","T1","16","105","3","2","2","11.3","0","parque","L","frente","4","4","4","lancamento","5","3.3","23660","hibrida_calibrada"
"262","NOVO-05","1602","Oeste","T1","16","132","4","2","2","14.6","0","parque","S","frente","4","4","4","lancamento","29","5","23200","hibrida_calibrada"
"263","NOVO-05","1603","Oeste","T1","16","42","1","0","0","6.9","0","parque","O","lateral","4","4","4","lancamento","5","5.3","20800","hibrida_calibrada"
"264","NOVO-05","1604","Oeste","T1","16","43","1","0","0","1.3","0","parque","N","fundos","4","4","4","lancamento","0","2.9","17559","hibrida_calibrada"
"265","NOVO-05","1701","Oeste","T1","17","52","1","1","0","6.8","0","rua","S","frente","4","4","4","lancamento","6","2.2","20440","hibrida_calibrada"
"266","NOVO-05","1702","Oeste","T1","17","144","4","2","2","13.3","0","parque","O","frente","4","4","4","lancamento","6","3","24340","hibrida_calibrada"
"267","NOVO-05","1703","Oeste","T1","17","124","3","2","2","11.9","0","parque","N","lateral","4","4","4","lancamento","2","4.8","21771","hibrida_calibrada"
"268","NOVO-05","1704","Oeste","T1","17","142","4","2","2","10.6","0","parque","L","fundos","4","4","4","lancamento","10","4.6","23799","hibrida_calibrada"
"269","NOVO-05","1801","Oeste","T1","18","49","1","0","0","4.4","0","parque","O","frente","4","4","4","lancamento","1","6.6","22104","hibrida_calibrada"
"270","NOVO-05","1802","Oeste","T1","18","113","3","2","2","8.5","0","rua","N","frente","4","4","4","lancamento","11","3.1","26842","hibrida_calibrada"
"271","NOVO-05","1803","Oeste","T1","18","150","4","2","2","12.7","0","rua","L","lateral","4","4","4","lancamento","5","6.2","18161","hibrida_calibrada"
"272","NOVO-05","1804","Oeste","T1","18","50","1","0","0","1.9","0","parque","S","fundos","4","4","4","lancamento","25","3.4","25857","hibrida_calibrada"
"273","NOVO-05","1901","Oeste","T1","19","112","3","2","2","11.3","0","parque","N","frente","4","4","4","lancamento","21","4.2","23528","hibrida_calibrada"
"274","NOVO-05","1902","Oeste","T1","19","95","3","1","1","2.4","0","rua","L","frente","4","4","4","lancamento","29","4.5","24090","hibrida_calibrada"
"275","NOVO-05","1903","Oeste","T1","19","114","3","2","2","10.5","0","rua","S","lateral","4","4","4","lancamento","29","4.2","24376","hibrida_calibrada"
"276","NOVO-05","1904","Oeste","T1","19","108","3","2","2","10.4","0","parque","O","fundos","4","4","4","lancamento","18","4.4","22657","hibrida_calibrada"
"277","NOVO-05","2001","Oeste","T1","20","127","4","2","2","11.9","1","parque","L","frente","4","4","4","lancamento","30","6.2","31398","hibrida_calibrada"
"278","NOVO-05","2002","Oeste","T1","20","51","1","0","0","3.9","1","parque","S","frente","4","4","4","lancamento","6","6.8","24386","hibrida_calibrada"
"279","NOVO-05","2003","Oeste","T1","20","46","1","0","0","0","0","rua","O","lateral","4","4","4","lancamento","7","4.1","20667","hibrida_calibrada"
"280","NOVO-05","2004","Oeste","T1","20","159","4","3","2","16.4","0","parque","N","fundos","4","4","4","lancamento","14","4.1","29629","hibrida_calibrada"
"281","NOVO-06","0101","Oeste","T2","1","69","2","1","1","8","0","parque","O","frente","3","3","3","construcao","29","3.5","12328","hibrida_calibrada"
"282","NOVO-06","0102","Oeste","T2","1","114","3","2","2","10.5","0","parque","N","frente","3","3","3","construcao","6","5.5","13977","hibrida_calibrada"
"283","NOVO-06","0103","Oeste","T2","1","75","2","1","1","5.7","0","parque","L","lateral","3","3","3","construcao","15","2.9","13997","hibrida_calibrada"
"284","NOVO-06","0104","Oeste","T2","1","94","3","1","1","11.5","0","rua","S","fundos","3","3","3","construcao","23","6.5","12315","hibrida_calibrada"
"285","NOVO-06","0201","Oeste","T2","2","98","3","1","1","7.4","0","rua","N","frente","3","3","3","construcao","8","2.1","11005","hibrida_calibrada"
"286","NOVO-06","0202","Oeste","T2","2","93","3","1","1","9.1","0","rua","L","frente","3","3","3","construcao","18","2.1","11315","hibrida_calibrada"
"287","NOVO-06","0203","Oeste","T2","2","106","3","2","2","5.8","0","rua","S","lateral","3","3","3","construcao","13","2.4","12461","hibrida_calibrada"
"288","NOVO-06","0204","Oeste","T2","2","66","2","1","0","3.5","0","rua","O","fundos","3","3","3","construcao","9","3.9","12153","hibrida_calibrada"
"289","NOVO-06","0301","Oeste","T2","3","147","4","2","2","15.5","0","rua","L","frente","3","3","3","construcao","0","1.9","11880","hibrida_calibrada"
"290","NOVO-06","0302","Oeste","T2","3","75","2","1","1","8.3","0","rua","S","frente","3","3","3","construcao","24","3.1","13026","hibrida_calibrada"
"291","NOVO-06","0303","Oeste","T2","3","93","3","1","1","11.6","0","rua","O","lateral","3","3","3","construcao","3","2.6","11221","hibrida_calibrada"
"292","NOVO-06","0304","Oeste","T2","3","118","3","2","2","6.9","0","rua","N","fundos","3","3","3","construcao","28","5.7","13566","hibrida_calibrada"
"293","NOVO-06","0401","Oeste","T2","4","94","3","1","1","8.6","0","rua","S","frente","3","3","3","construcao","7","4.8","12163","hibrida_calibrada"
"294","NOVO-06","0402","Oeste","T2","4","92","3","1","1","8.3","0","rua","O","frente","3","3","3","construcao","6","6.8","11948","hibrida_calibrada"
"295","NOVO-06","0403","Oeste","T2","4","101","3","1","1","10.3","0","parque","N","lateral","3","3","3","construcao","28","7.6","15497","hibrida_calibrada"
"296","NOVO-06","0404","Oeste","T2","4","113","3","2","2","5.5","0","rua","L","fundos","3","3","3","construcao","20","2.4","14988","hibrida_calibrada"
"297","NOVO-06","0501","Oeste","T2","5","116","3","2","2","9.3","0","parque","O","frente","3","3","3","construcao","0","2.9","15098","hibrida_calibrada"
"298","NOVO-06","0502","Oeste","T2","5","98","3","1","1","7.6","0","rua","N","frente","3","3","3","construcao","17","5.3","13521","hibrida_calibrada"
"299","NOVO-06","0503","Oeste","T2","5","100","3","1","1","13","0","rua","L","lateral","3","3","3","construcao","5","6.5","11079","hibrida_calibrada"
"300","NOVO-06","0504","Oeste","T2","5","75","2","1","1","3.8","0","parque","S","fundos","3","3","3","construcao","24","4.9","12859","hibrida_calibrada"
"301","NOVO-06","0601","Oeste","T2","6","112","3","2","2","8.9","0","rua","N","frente","3","3","3","construcao","21","8.1","13867","hibrida_calibrada"
"302","NOVO-06","0602","Oeste","T2","6","121","3","2","2","12.5","0","parque","L","frente","3","3","3","construcao","12","5.9","14601","hibrida_calibrada"
"303","NOVO-06","0603","Oeste","T2","6","90","3","1","1","8.3","0","rua","S","lateral","3","3","3","construcao","6","4.5","10646","hibrida_calibrada"
"304","NOVO-06","0604","Oeste","T2","6","99","3","1","1","11.1","0","rua","O","fundos","3","3","3","construcao","0","4.9","11739","hibrida_calibrada"
"305","NOVO-06","0701","Oeste","T2","7","108","3","2","2","10.9","0","rua","L","frente","3","3","3","construcao","14","5.8","14476","hibrida_calibrada"
"306","NOVO-06","0702","Oeste","T2","7","88","3","1","1","9","0","rua","S","frente","3","3","3","construcao","8","4.4","16024","hibrida_calibrada"
"307","NOVO-06","0703","Oeste","T2","7","117","3","2","2","8.2","0","rua","O","lateral","3","3","3","construcao","6","2.2","13215","hibrida_calibrada"
"308","NOVO-06","0704","Oeste","T2","7","75","2","1","1","8.8","0","parque","N","fundos","3","3","3","construcao","4","2.3","12477","hibrida_calibrada"
"309","NOVO-06","0801","Oeste","T2","8","121","3","2","2","7.5","0","rua","S","frente","3","3","3","construcao","15","1.7","12822","hibrida_calibrada"
"310","NOVO-06","0802","Oeste","T2","8","94","3","1","1","12.7","0","parque","O","frente","3","3","3","construcao","23","7.2","13045","hibrida_calibrada"
"311","NOVO-06","0803","Oeste","T2","8","117","3","2","2","11.5","0","rua","N","lateral","3","3","3","construcao","3","4.4","12814","hibrida_calibrada"
"312","NOVO-06","0804","Oeste","T2","8","72","2","1","1","8.7","0","parque","L","fundos","3","3","3","construcao","11","3.8","14171","hibrida_calibrada"
"313","NOVO-06","0901","Oeste","T2","9","121","3","2","2","11.2","0","parque","O","frente","3","3","3","construcao","10","4.2","11893","hibrida_calibrada"
"314","NOVO-06","0902","Oeste","T2","9","98","3","1","1","10.4","0","parque","N","frente","3","3","3","construcao","5","5.5","15381","hibrida_calibrada"
"315","NOVO-06","0903","Oeste","T2","9","93","3","1","1","6.4","0","parque","L","lateral","3","3","3","construcao","29","8.2","14220","hibrida_calibrada"
"316","NOVO-06","0904","Oeste","T2","9","113","3","2","2","6.5","0","parque","S","fundos","3","3","3","construcao","26","8.2","13946","hibrida_calibrada"
"317","NOVO-06","1001","Oeste","T2","10","86","3","1","1","5","0","parque","N","frente","3","3","3","construcao","8","5.4","16401","hibrida_calibrada"
"318","NOVO-06","1002","Oeste","T2","10","89","3","1","1","2.7","0","parque","L","frente","3","3","3","construcao","22","7.4","11325","hibrida_calibrada"
"319","NOVO-06","1003","Oeste","T2","10","69","2","1","1","4","0","rua","S","lateral","3","3","3","construcao","17","4.2","12324","hibrida_calibrada"
"320","NOVO-06","1004","Oeste","T2","10","106","3","2","2","10.7","0","parque","O","fundos","3","3","3","construcao","23","3.5","16235","hibrida_calibrada"
"321","NOVO-06","1101","Oeste","T2","11","103","3","1","1","13.1","0","parque","L","frente","3","3","3","construcao","21","6.3","16669","hibrida_calibrada"
"322","NOVO-06","1102","Oeste","T2","11","112","3","2","2","15.8","0","rua","S","frente","3","3","3","construcao","23","3.1","13040","hibrida_calibrada"
"323","NOVO-06","1103","Oeste","T2","11","109","3","2","2","7.7","0","parque","O","lateral","3","3","3","construcao","5","2.4","14914","hibrida_calibrada"
"324","NOVO-06","1104","Oeste","T2","11","128","4","2","2","8.9","0","parque","N","fundos","3","3","3","construcao","25","6","22495","hibrida_calibrada"
"325","NOVO-06","1201","Oeste","T2","12","114","3","2","2","5.2","1","rua","S","frente","3","3","3","construcao","11","2.1","15334","hibrida_calibrada"
"326","NOVO-06","1202","Oeste","T2","12","99","3","1","1","13.4","1","parque","O","frente","3","3","3","construcao","3","6.4","13668","hibrida_calibrada"
"327","NOVO-06","1203","Oeste","T2","12","84","3","1","1","12.4","0","rua","N","lateral","3","3","3","construcao","26","7","14173","hibrida_calibrada"
"328","NOVO-06","1204","Oeste","T2","12","104","3","1","1","7","0","parque","L","fundos","3","3","3","construcao","15","4.8","12223","hibrida_calibrada"
"329","NOVO-07","0101","Nordeste","T1","1","117","3","2","2","14.5","0","rua","N","frente","3","4","3","pronto","10","6.7","12280","hibrida_calibrada"
"330","NOVO-07","0102","Nordeste","T1","1","117","3","2","2","13.9","0","rua","L","frente","3","4","3","pronto","19","3.7","14820","hibrida_calibrada"
"331","NOVO-07","0103","Nordeste","T1","1","76","2","1","1","6.3","0","rua","S","lateral","3","4","3","pronto","24","8.1","12688","hibrida_calibrada"
"332","NOVO-07","0104","Nordeste","T1","1","93","3","1","1","6.8","0","rua","O","fundos","3","4","3","pronto","18","3.6","13498","hibrida_calibrada"
"333","NOVO-07","0201","Nordeste","T1","2","119","3","2","2","5.1","0","rua","L","frente","3","4","3","pronto","20","4.6","14732","hibrida_calibrada"
"334","NOVO-07","0202","Nordeste","T1","2","96","3","1","1","3.8","0","rua","S","frente","3","4","3","pronto","28","3.9","11957","hibrida_calibrada"
"335","NOVO-07","0203","Nordeste","T1","2","137","4","2","2","12.8","0","parque","O","lateral","3","4","3","pronto","23","5.9","12944","hibrida_calibrada"
"336","NOVO-07","0204","Nordeste","T1","2","83","3","1","1","6.5","0","rua","N","fundos","3","4","3","pronto","5","4.8","13598","hibrida_calibrada"
"337","NOVO-07","0301","Nordeste","T1","3","101","3","1","1","5.1","0","parque","S","frente","3","4","3","pronto","30","8.2","16304","hibrida_calibrada"
"338","NOVO-07","0302","Nordeste","T1","3","72","2","1","1","4.4","0","rua","O","frente","3","4","3","pronto","5","2.3","12509","hibrida_calibrada"
"339","NOVO-07","0303","Nordeste","T1","3","110","3","2","2","14.5","0","parque","N","lateral","3","4","3","pronto","29","8","15363","hibrida_calibrada"
"340","NOVO-07","0304","Nordeste","T1","3","121","3","2","2","7.2","0","rua","L","fundos","3","4","3","pronto","27","6","14100","hibrida_calibrada"
"341","NOVO-07","0401","Nordeste","T1","4","111","3","2","2","7.4","0","rua","O","frente","3","4","3","pronto","5","4.4","12083","hibrida_calibrada"
"342","NOVO-07","0402","Nordeste","T1","4","110","3","2","2","8","0","rua","N","frente","3","4","3","pronto","12","6","13266","hibrida_calibrada"
"343","NOVO-07","0403","Nordeste","T1","4","115","3","2","2","12.3","0","rua","L","lateral","3","4","3","pronto","8","1.9","15679","hibrida_calibrada"
"344","NOVO-07","0404","Nordeste","T1","4","97","3","1","1","7.5","0","parque","S","fundos","3","4","3","pronto","28","4.4","16502","hibrida_calibrada"
"345","NOVO-07","0501","Nordeste","T1","5","103","3","1","1","4.4","0","rua","N","frente","3","4","3","pronto","9","5.5","15594","hibrida_calibrada"
"346","NOVO-07","0502","Nordeste","T1","5","88","3","1","1","6.4","0","parque","L","frente","3","4","3","pronto","29","3.2","17437","hibrida_calibrada"
"347","NOVO-07","0503","Nordeste","T1","5","65","2","1","0","1.5","0","parque","S","lateral","3","4","3","pronto","8","4.4","13617","hibrida_calibrada"
"348","NOVO-07","0504","Nordeste","T1","5","91","3","1","1","5.7","0","rua","O","fundos","3","4","3","pronto","28","5.6","15031","hibrida_calibrada"
"349","NOVO-07","0601","Nordeste","T1","6","100","3","1","1","15","0","rua","L","frente","3","4","3","pronto","4","1.6","15235","hibrida_calibrada"
"350","NOVO-07","0602","Nordeste","T1","6","109","3","2","2","4.7","0","rua","S","frente","3","4","3","pronto","5","6.8","13388","hibrida_calibrada"
"351","NOVO-07","0603","Nordeste","T1","6","114","3","2","2","13","0","rua","O","lateral","3","4","3","pronto","27","6.5","13313","hibrida_calibrada"
"352","NOVO-07","0604","Nordeste","T1","6","105","3","2","2","14","0","rua","N","fundos","3","4","3","pronto","11","5.9","16244","hibrida_calibrada"
"353","NOVO-07","0701","Nordeste","T1","7","112","3","2","2","6","0","rua","S","frente","3","4","3","pronto","9","4.9","15388","hibrida_calibrada"
"354","NOVO-07","0702","Nordeste","T1","7","94","3","1","1","11.9","0","rua","O","frente","3","4","3","pronto","19","5.3","15641","hibrida_calibrada"
"355","NOVO-07","0703","Nordeste","T1","7","129","4","2","2","10.2","0","parque","N","lateral","3","4","3","pronto","28","6.3","14296","hibrida_calibrada"
"356","NOVO-07","0704","Nordeste","T1","7","108","3","2","2","9.9","0","parque","L","fundos","3","4","3","pronto","18","1.5","18062","hibrida_calibrada"
"357","NOVO-07","0801","Nordeste","T1","8","126","4","2","2","14.7","0","rua","O","frente","3","4","3","pronto","1","3.7","14683","hibrida_calibrada"
"358","NOVO-07","0802","Nordeste","T1","8","108","3","2","2","15.1","0","rua","N","frente","3","4","3","pronto","7","5.1","16260","hibrida_calibrada"
"359","NOVO-07","0803","Nordeste","T1","8","89","3","1","1","13.8","0","parque","L","lateral","3","4","3","pronto","13","2.7","18696","hibrida_calibrada"
"360","NOVO-07","0804","Nordeste","T1","8","119","3","2","2","15.4","0","parque","S","fundos","3","4","3","pronto","10","3.2","13123","hibrida_calibrada"
"361","NOVO-07","0901","Nordeste","T1","9","107","3","2","2","8.7","0","parque","N","frente","3","4","3","pronto","11","5.9","16750","hibrida_calibrada"
"362","NOVO-07","0902","Nordeste","T1","9","99","3","1","1","11.2","0","parque","L","frente","3","4","3","pronto","1","1.7","15757","hibrida_calibrada"
